Competition,Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Batter ID,Bowler,Bowler ID,Runs,Extra Runs,Bowler Extra Runs,Extra,Penalty Runs,Runs Awarded To,Penalty,Ball Outcome,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Non-Striker ID,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,North Boundary,South Boundary,East Boundary,West Boundary,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour,Pitchside Fielder 1 X,Pitchside Fielder 1 Y,Pitchside Fielder 2 X,Pitchside Fielder 2 Y,Pitchside Fielder 3 X,Pitchside Fielder 3 Y,Pitchside Fielder 4 X,Pitchside Fielder 4 Y,Pitchside Fielder 5 X,Pitchside Fielder 5 Y,Pitchside Fielder 6 X,Pitchside Fielder 6 Y,Pitchside Fielder 7 X,Pitchside Fielder 7 Y,Pitchside Fielder 8 X,Pitchside Fielder 8 Y,Pitchside Fielder 9 X,Pitchside Fielder 9 Y
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,8,1,43,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,1,0,0,,,,,,Leg,Full,Sweep,Front Foot,,Middled,No Turn,,,,,,,248,123,26.486792452830286,29.65034177897556,"Around the Wicket,Keeper Up",,Yes,Yes,AB Wheeler,"Ground Field ",Backward Square Leg,,,,,,,,,,RHB,LOB,20250608 12:09:56.643,0,Derbyshire Falcons Women,Bowl,New Road,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,22,2,3,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,3,18,8,1,4,2,3.00,3.07,2.54,2.49,3.215,0.078,,,,,,,,,,,,,,,,,,,,,,,,3.215,0.078,,,0.23031993437243728,0.25782905894761354,Newbery,White,111.49065,182.73694,218.26015,329.45686,140.87269,202.11926,167.29195,114.84559,225.89641,223.35036,333.18684,208.79341,150.00000,240.00000,229.93822,134.26622,111.87651,140.47285
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,8,2,44,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Line,Full,Forward Defence,Front Foot,,Middled,Turn Away,,,,,,,136,164,-14.479245283018827,45.71106415094326,"Around the Wicket,Keeper Up",,Yes,Yes,GM Davies,"Ground Field ",Cover Point,,,,,,,,,,RHB,LOB,20250608 12:10:33.71,0,Derbyshire Falcons Women,Bowl,New Road,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,22,2,4,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,3,8,2,1,4,5,3.07,3.00,2.49,2.53,3.271,-0.107,,,,,,,,,,,,,,,,,,,,,,,,3.271,-0.107,,,-0.12590648072190283,0.39748751435602836,Newbery,White,150.00000,240.00000,111.87651,140.47285,218.26015,329.45686,111.49065,182.73694,140.87269,202.11926,229.93822,134.26622,167.29195,114.84559,333.18684,208.79341,225.89641,223.35036
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,8,3,45,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Line,Length,Forward Defence,Front Foot,,Mis-timed,Turn Away,,,,,,,135,174,-34.071698113207276,45.71106415094326,"Around the Wicket,Keeper Up",,Yes,Yes,GM Davies,"Ground Field ",Cover Point,,,,,,,,,,RHB,LOB,20250608 12:10:53.957,0,Derbyshire Falcons Women,Bowl,New Road,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,22,2,4,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,3,9,2,1,4,5,3.00,2.93,2.53,2.56,4.316,-0.185,,,,,,,,,,,,,,,,,,,,,,,,4.316,-0.185,,,-0.2962756357670198,0.39748751435602836,Newbery,White,150.00000,240.00000,111.87651,140.47285,229.93822,134.26622,218.26015,329.45686,225.89641,223.35036,333.18684,208.79341,111.49065,182.73694,167.29195,114.84559,140.87269,202.11926
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,8,4,46,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,1,0,0,,,,,,Leg,Full,On Side Drive,Front Foot,,Middled,Turn In,,,,,,,193,296,21.143396226415234,40.357490026954025,"Around the Wicket,Keeper Up",,Yes,Yes,S Beech,"Ground Field ",Long On,,,,,,,,,,RHB,LOB,20250608 12:11:13.57,0,Derbyshire Falcons Women,Bowl,New Road,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,23,2,4,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,3,10,3,1,4,5,2.93,3.00,2.56,2.51,3.327,-0.012,,,,,,,,,,,,,,,,,,,,,,,,3.327,-0.012,,,0.18385561936013248,0.35093469588655674,Newbery,White,218.26015,329.45686,333.18684,208.79341,111.87651,140.47285,150.00000,240.00000,167.29195,114.84559,140.87269,202.11926,229.93822,134.26622,225.89641,223.35036,111.49065,182.73694
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,8,5,47,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Leg,Length,Sweep,Front Foot,,Middled,Turn Away,,,,,,,220,133,21.143396226415234,64.44857358490549,"Around the Wicket,Keeper Up",,Yes,Yes,AB Wheeler,"Ground Field ",Backward Square Leg,,,,,,,,,,RHB,LOB,20250608 12:11:34.757,0,Derbyshire Falcons Women,Bowl,New Road,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,23,2,3,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,3,19,8,1,4,2,3.00,2.94,2.51,2.55,4.226,0.036,,,,,,,,,,,,,,,,,,,,,,,,4.226,0.036,,,0.18385561936013248,0.5604223789991781,Newbery,White,167.29195,114.84559,225.89641,223.35036,111.87651,140.47285,218.26015,329.45686,111.49065,182.73694,150.00000,240.00000,333.18684,208.79341,229.93822,134.26622,140.87269,202.11926
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,8,6,48,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,PJ Brett,2b2a64ac-622f-4c42-93b0-22199151542a,0,0,0,,,,,,Line,Back Of Length,Back Defence,Back Foot,,Middled,Turn Away,,,,,,,160,166,-26.94716981132069,97.90841185983808,"Around the Wicket,Keeper Up",,Yes,Yes,BLJ Gillgrass,"Ground Field ",Extra Cover,,,,,,,,,,RHB,LOB,20250608 12:11:56.987,0,Derbyshire Falcons Women,Bowl,New Road,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,23,2,3,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,3,20,8,1,4,2,2.94,2.88,2.55,2.58,5.307,-0.137,,,,,,,,,,,,,,,,,,,,,,,,5.307,-0.137,,,-0.2343232157506147,0.8513774944333746,Newbery,White,225.89641,223.35036,229.93822,134.26622,333.18684,208.79341,167.29195,114.84559,140.87269,202.11926,111.49065,182.73694,150.00000,240.00000,218.26015,329.45686,111.87651,140.47285
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,9,1,49,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off,Back Of Length,Back Defence,Back Foot,,Middled,In Swinger,,,,,,,138,162,-0.23018867924520237,96.5700183288408,,,No,No,GM Davies,"Ground Field ",Backward Point,,,,,,,,,,RHB,RM,20250608 12:12:44.123,0,Derbyshire Falcons Women,Bowl,Diglis,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,23,2,4,,1,1,14,BJ Peverall,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,3,11,3,1,3,5,2.88,2.82,2.58,2.62,7.420,-0.328,,,,,,,,,,,,,,,,,,,,,,,,7.420,-0.328,,,-0.002001640689088716,0.839739289816007,Newbery,White,242.94167,156.21939,150.00000,240.00000,266.08636,46.30030,200.00000,240.00000,140.87269,202.11926,111.49065,182.73694,76.46050,50.77315,238.15894,208.79341,111.87651,140.47285
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,9,2,50,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off,Back Of Length,Back Defence,Back Foot,,Hit Body,In Swinger,,,,,,,155,164,28.267924528302046,95.23162479784355,,,No,No,RE Davis,"Ground Field ",Cover Point,,,,,,,,,,RHB,RM,20250608 12:13:07.16,0,Derbyshire Falcons Women,Bowl,Diglis,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,23,2,4,,1,1,14,BJ Peverall,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,3,12,3,1,3,5,2.82,2.76,2.62,2.66,7.735,-0.447,,,,,,,,,,,,,,,,,,,,,,,,7.735,-0.447,,,0.24580803937653953,0.8281010851986396,Newbery,White,266.08636,46.30030,238.15894,208.79341,150.00000,240.00000,111.87651,140.47285,111.49065,182.73694,140.87269,202.11926,242.94167,156.21939,200.00000,240.00000,76.46050,50.77315
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,9,3,51,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,1,1,Wide,,,,,Off Wide,Yorker,No Shot,No Movement,,Left,No Movement,,,,,,,169,122,-119.56603773584902,39.019096495956774,,,No,No,OK Gough,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,RM,20250608 12:13:33.517,0,Derbyshire Falcons Women,Bowl,Diglis,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,24,2,4,,1,1,14,BJ Peverall,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,No,3,No,3,12,3,1,3,5,2.76,2.88,2.66,2.57,1.393,-0.728,,,,,,,,,,,,,,,,,,,,,,,,1.393,-0.728,,,-1.0397046759639046,0.3392964912691893,Newbery,White,242.94167,156.21939,111.49065,182.73694,200.00000,240.00000,238.15894,208.79341,76.46050,50.77315,150.00000,240.00000,266.08636,46.30030,140.87269,202.11926,111.87651,140.47285
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,9,4,51,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off Wide,Short,Cut,Back Foot,,Middled,In Swinger,,,,,,,118,137,-85.72452830188672,107.27716657681927,,,No,No,GM Davies,"Ground Field ,Throw at Stumps - Miss",Backward Point,,,,,,,,,,RHB,RM,20250608 12:14:03.72,0,Derbyshire Falcons Women,Bowl,Diglis,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,24,2,4,,1,1,14,BJ Peverall,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,3,13,3,1,3,5,2.88,2.82,2.57,2.61,8.488,-0.792,,,,,,,,,,,,,,,,,,,,,,,,8.488,-0.792,,,-0.7454306808859715,0.9328449267549501,Newbery,White,111.49065,182.73694,242.94167,156.21939,111.87651,140.47285,150.00000,240.00000,266.08636,46.30030,200.00000,240.00000,140.87269,202.11926,238.15894,208.79341,76.46050,50.77315
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,9,5,52,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Line,Yorker,Forward Defence,Front Foot,,Mis-timed,In Swinger,,,,,,,160,166,-5.573584905660255,8.236045283018797,,,No,No,JD Beach,"Ground Field ",Bowler,,,,,,,,,,RHB,RM,20250608 12:14:28.917,0,Derbyshire Falcons Women,Bowl,Diglis,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,24,2,4,,1,1,14,BJ Peverall,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,3,14,3,1,3,5,2.82,2.77,2.61,2.65,1.404,-0.077,,,,,,,,,,,,,,,,,,,,,,,,1.404,-0.077,,,-0.04846595570139352,0.07161778506972867,Newbery,White,238.15894,208.79341,111.87651,140.47285,150.00000,240.00000,140.87269,202.11926,111.49065,182.73694,76.46050,50.77315,200.00000,240.00000,242.94167,156.21939,266.08636,46.30030
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,9,6,53,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off Wide,Back Of Length,Late Cut,Back Foot,,Missed,In Swinger,,,,,,,170,125,-48.32075471698113,117.98431482479766,Play and Miss,,No,No,OK Gough,"Ground Field ",Wicketkeeper,,,,,,,,,,RHB,RM,20250608 12:15:01.15,0,Derbyshire Falcons Women,Bowl,Diglis,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,24,2,4,,1,1,14,BJ Peverall,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,3,15,3,1,3,5,2.77,2.72,2.65,2.69,7.555,-0.577,,,,,,,,,,,,,,,,,,,,,,,,7.555,-0.577,,,-0.4201804757998359,1.0259505636938928,Newbery,White,238.15894,208.79341,140.87269,202.11926,111.49065,182.73694,111.87651,140.47285,200.00000,240.00000,150.00000,240.00000,266.08636,46.30030,242.94167,156.21939,76.46050,50.77315
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,9,7,54,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,JD Beach,6797dc78-8559-4a72-8272-9ac449924988,0,0,0,,,,,,Off Wide,Back Of Length,Cut,Back Foot,,Middled,In Swinger,,,,,,,109,173,-78.59999999999968,92.55483773584893,,,No,No,RE Davis,"Ground Field ",Cover Point,,,,,,,,,,RHB,RM,20250608 12:15:30.22,0,Derbyshire Falcons Women,Bowl,Diglis,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,24,2,4,,1,1,14,BJ Peverall,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,3,16,3,1,3,5,2.72,2.67,2.69,2.73,7.622,-0.856,,,,,,,,,,,,,,,,,,,,,,,,7.622,-0.856,,,-0.6834782608695624,0.8048246759639038,Newbery,White,111.87651,140.47285,140.87269,202.11926,76.46050,50.77315,150.00000,240.00000,111.49065,182.73694,242.94167,156.21939,266.08636,46.30030,238.15894,208.79341,200.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,10,1,55,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,1,0,0,,,,,,Line,Back Of Length,Drop and Run,Back Foot,,Mis-timed,Turn Away,,,,,,,233,196,-0.23018867924520237,97.90841185983808,"Around the Wicket,Keeper Up",,Yes,Yes,CK Boycott,"Ground Field ",Mid Wicket,,,,,,,,,,RHB,LOB,20250608 12:16:31.13,0,Derbyshire Falcons Women,Bowl,New Road,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,25,2,3,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,1,No,3,21,9,1,1,2,2.67,2.73,2.73,2.68,5.780,-0.208,,,,,,,,,,,,,,,,,,,,,,,,5.780,-0.208,,,-0.002001640689088716,0.8513774944333746,Newbery,White,286.63975,293.42490,333.93217,177.85625,233.62534,211.01172,111.87651,140.47285,111.49065,182.73694,140.87269,202.11926,138.26435,110.78380,197.76394,247.45473,150.00000,240.00000
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,10,2,56,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,0,0,,,,,,Line,Full,On Side Drive,Front Foot,,Mis-timed,Turn Away,,,,,,,200,242,-37.633962264150796,28.311948247978393,"Around the Wicket,Keeper Up",,Yes,Yes,S Beech,"Ground Field ",Mid On,,,,,,,,,,RHB,LOB,20250608 12:17:11.53,0,Derbyshire Falcons Women,Bowl,New Road,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,25,2,4,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,2,No,3,17,3,1,1,5,2.73,2.68,2.68,2.72,2.089,-0.220,,,,,,,,,,,,,,,,,,,,,,,,2.089,-0.220,,,-0.3272518457752243,0.2461908543302469,Newbery,White,286.63975,293.42490,138.26435,110.78380,140.87269,202.11926,333.93217,177.85625,111.49065,182.73694,233.62534,211.01172,197.76394,247.45473,150.00000,240.00000,111.87651,140.47285
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,10,3,57,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,0,0,,,,,,Off,Back Of Length,Off Side Drive,Down the Track,,Bottom Edge,Turn Away,,,,,,,163,101,-78.59999999999968,40.357490026954025,"Around the Wicket,Keeper Up",,Yes,Yes,PJ Brett,"Ground Field ",Fourth Slip,,,,,,,,,,RHB,LOB,20250608 12:17:35.15,0,Derbyshire Falcons Women,Bowl,New Road,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,25,2,4,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,3,No,3,18,3,1,1,5,2.68,2.63,2.72,2.76,5.397,-0.352,,,,,,,,,,,,,,,,,,,,,,,,5.397,-0.352,,,-0.6834782608695624,0.35093469588655674,Newbery,White,138.26435,110.78380,150.00000,240.00000,111.49065,182.73694,286.63975,293.42490,140.87269,202.11926,111.87651,140.47285,233.62534,211.01172,333.93217,177.85625,197.76394,247.45473
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,10,4,58,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,0,0,0,,,,,,Line,Length,Forward Defence,Front Foot,,Middled,No Turn,,,,,,,153,174,-0.23018867924520237,56.41821239892164,"Around the Wicket,Keeper Up",,Yes,Yes,FC Bertwistle,"Ground Field ",Bowler,,,,,,,,,,RHB,LOB,20250608 12:17:51.453,0,Derbyshire Falcons Women,Bowl,New Road,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,25,2,4,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,4,No,3,19,3,1,1,5,2.63,2.59,2.76,2.81,4.677,-0.119,,,,,,,,,,,,,,,,,,,,,,,,4.677,-0.119,,,-0.002001640689088716,0.4905931512949708,Newbery,White,138.26435,110.78380,150.00000,240.00000,111.87651,140.47285,286.63975,293.42490,333.93217,177.85625,233.62534,211.01172,197.76394,247.45473,140.87269,202.11926,111.49065,182.73694
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,10,5,59,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,1,0,0,,,,,,Leg,Back Of Length,Sweep,Front Foot,,Middled,Turn Away,,,,,,,313,152,24.705660377358754,67.1253606469001,"Around the Wicket,Keeper Up",,Yes,Yes,PL Davies,"Ground Field ",Deep Square Leg,,,,,,,,,,RHB,LOB,20250608 12:18:08.88,0,Derbyshire Falcons Women,Bowl,New Road,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,26,2,4,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,5,No,3,20,4,1,1,5,2.59,2.64,2.81,2.75,5.712,0.096,,,,,,,,,,,,,,,,,,,,,,,,5.712,0.096,,,0.214831829368337,0.583698788233914,Newbery,White,150.00000,240.00000,111.87651,140.47285,111.49065,182.73694,286.63975,293.42490,138.26435,110.78380,140.87269,202.11926,197.76394,247.45473,329.46026,155.49203,233.62534,211.01172
Vitality Blast - Women League Two,Worcestershire Rapids Women v Derbyshire Falcons Women,08/06/2025,10:30 UTC+1,2,10,6,60,MK Pittman,691b4152-9b42-44a3-9ed7-51189aa34ca5,FC Bertwistle,cb366473-3546-45e5-88a3-6ec847c27a42,1,0,0,,,,,,Off,Full,On Side Drive,Front Foot,,Middled,Turn Away,,,,,,,225,306,-55.44528301886771,40.357490026954025,"In Air,Poor Shot Execution,Around the Wicket,Keeper Up,Catch Chance / Drop Short",,Yes,Yes,S Beech,"Drop Catch - Medium,Ground Field ",Mid On,,,,,,,,,,RHB,LOB,20250608 12:18:30.823,0,Derbyshire Falcons Women,Bowl,New Road,N Allen,8033a53f-8dcf-401b-acc6-35c07b1dd0dc,27,2,3,,1,1,14,T Murphy,Derbyshire Falcons Women won by 7 wickets,Derbyshire Falcons Women,Worcestershire Rapids Women,Derbyshire Falcons Women,Worcestershire Rapids Women,Visit Worcestershire New Road,60,60,53,60,Phil.Mellish,,,,,,,Yes,6,No,3,22,10,1,1,2,2.64,2.70,2.75,2.70,2.877,-0.298,,,,,,,,,,,,,,,,,,,,,,,,2.877,-0.298,,,-0.48213289581624097,0.35093469588655674,Newbery,White,150.00000,240.00000,140.87269,202.11926,138.26435,110.78380,111.49065,182.73694,197.76394,247.45473,286.63975,293.42490,111.87651,140.47285,333.93217,177.85625,233.62534,211.01172
